id,age,gender,education,neuroticism,extraversion,openness,agreeableness,conscientiousness,impulsivity,sensation_seeking,alcohol_ever,alcohol_year,alcohol_week,caffeine_ever,caffeine_year,caffeine_week,cannabis_ever,cannabis_year,cannabis_week,cocaine_ever,cocaine_year,cocaine_week,meth_ever,meth_year,meth_week
1210,18-24,M,Ed5,22,33,50,36,39,5,7,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
1211,45-54,M,Ed7,26,44,43,36,47,6,8,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1212,18-24,M,Ed5,23,47,50,39,36,6,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1213,18-24,M,Ed5,33,32,48,40,34,1,8,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
1214,18-24,F,Ed5,45,41,50,42,26,1,7,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
1215,18-24,M,Ed5,33,41,50,40,42,4,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1216,35-44,F,Ed6,43,43,36,37,43,7,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1217,25-34,M,Ed6,48,36,52,43,35,6,8,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1218,18-24,M,Ed6,34,49,55,44,31,5,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1219,18-24,M,Ed5,40,44,44,37,42,4,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1220,25-34,F,Ed8,39,48,45,38,34,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1221,18-24,F,Ed5,24,41,51,35,30,2,8,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1222,18-24,F,Ed6,46,46,48,32,35,6,7,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
1223,18-24,F,Ed4,46,38,47,33,37,6,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1224,18-24,M,Ed5,33,44,48,40,42,7,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1225,25-34,M,Ed9,31,22,30,42,41,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1226,18-24,F,Ed5,45,38,46,43,39,3,5,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
1227,18-24,M,Ed7,42,49,50,44,48,4,10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1228,25-34,F,Ed7,41,44,54,42,31,5,5,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1229,35-44,M,Ed2,47,36,47,47,30,1,5,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0
1230,18-24,M,Ed5,26,52,54,44,46,5,7,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
1231,18-24,F,Ed4,37,41,53,40,41,4,6,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0
1232,18-24,F,Ed7,46,31,53,29,38,7,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1233,18-24,F,Ed5,51,37,49,47,45,4,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1234,18-24,M,Ed7,43,37,50,47,41,4,7,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1235,18-24,M,Ed5,36,32,46,45,46,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0
1236,55-64,M,Ed8,37,44,50,41,46,3,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1237,45-54,F,Ed8,21,45,54,47,42,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1238,18-24,M,Ed7,36,45,52,40,50,4,4,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1239,25-34,M,Ed4,39,42,52,50,36,5,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1240,18-24,F,Ed7,35,41,49,34,45,5,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1241,45-54,F,Ed5,40,40,48,47,42,5,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1242,35-44,F,Ed7,46,30,43,42,35,3,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1243,25-34,F,Ed7,24,45,37,36,41,3,7,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
1244,45-54,F,Ed7,27,26,36,52,48,1,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1245,25-34,F,Ed7,41,40,39,44,31,2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1246,45-54,F,Ed7,24,51,46,44,54,1,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1247,45-54,F,Ed6,24,38,30,53,32,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1248,55-64,M,Ed7,37,36,40,40,32,5,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1249,45-54,F,Ed6,30,38,44,51,46,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1250,45-54,F,Ed8,31,39,55,43,48,8,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1251,35-44,F,Ed8,27,39,49,40,49,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1252,45-54,F,Ed9,43,39,54,40,47,5,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1253,35-44,F,Ed3,39,28,32,36,31,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1254,35-44,F,Ed7,32,31,32,45,40,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1255,25-34,F,Ed7,36,34,44,40,37,3,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1256,45-54,F,Ed7,49,35,48,52,43,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1257,35-44,F,Ed7,26,36,46,34,46,6,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1258,25-34,F,Ed8,50,31,41,37,42,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1259,25-34,F,Ed9,27,45,42,39,42,1,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1260,45-54,F,Ed8,32,34,43,35,41,8,7,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1261,45-54,F,Ed7,29,42,44,45,36,4,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1262,25-34,F,Ed5,50,36,53,50,36,8,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1263,25-34,F,Ed6,39,46,39,44,46,5,8,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1264,45-54,F,Ed7,36,39,41,45,46,2,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1265,25-34,F,Ed6,32,34,38,47,42,5,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1266,35-44,F,Ed2,28,40,38,41,44,4,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1267,25-34,F,Ed8,53,33,44,31,26,7,10,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
1268,35-44,F,Ed6,37,32,43,47,44,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1269,35-44,F,Ed7,40,40,38,32,42,4,7,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
1270,25-34,F,Ed8,35,37,43,54,44,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1271,25-34,F,Ed6,24,39,38,49,43,2,4,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
1272,55-64,F,Ed7,34,39,47,48,38,6,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1273,35-44,F,Ed5,52,33,33,48,34,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1274,35-44,M,Ed9,52,39,52,36,39,3,5,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
1275,35-44,F,Ed8,26,41,49,41,46,3,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1276,45-54,F,Ed6,21,35,34,44,53,2,6,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
1277,18-24,M,Ed5,31,47,50,39,33,5,9,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
1278,25-34,F,Ed5,35,49,58,37,38,7,9,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1279,35-44,F,Ed6,25,38,51,49,49,1,6,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0
1280,18-24,F,Ed7,42,41,38,45,38,5,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1281,18-24,M,Ed7,44,44,40,28,48,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,18-24,M,Ed5,24,51,48,50,45,3,5,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1283,18-24,F,Ed5,23,40,47,44,40,2,6,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1284,18-24,F,Ed5,44,25,49,35,27,8,9,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1285,18-24,M,Ed5,54,33,46,35,32,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1286,18-24,M,Ed5,20,52,60,48,44,7,9,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
1287,18-24,M,Ed5,43,43,41,33,38,8,8,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
1288,35-44,F,Ed7,30,43,58,40,41,6,9,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
1289,18-24,F,Ed5,35,46,46,36,39,3,7,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
1290,18-24,M,Ed8,31,42,52,42,47,3,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1291,18-24,M,Ed5,47,28,46,36,34,4,8,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1292,25-34,M,Ed6,33,45,48,41,43,8,9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1293,25-34,M,Ed5,53,32,49,32,32,7,9,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1294,25-34,F,Ed8,43,53,54,38,51,6,10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1295,18-24,F,Ed5,53,23,51,38,34,3,4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1296,18-24,M,Ed5,36,36,54,48,33,2,8,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1297,18-24,F,Ed5,32,43,45,37,50,3,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1298,18-24,M,Ed5,32,40,50,42,38,4,9,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
1299,35-44,F,Ed7,19,43,50,34,38,5,6,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1300,25-34,M,Ed5,45,39,56,44,44,5,9,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0
1301,35-44,F,Ed5,30,33,55,45,37,3,6,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
1302,18-24,F,Ed5,38,48,47,49,49,4,3,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1303,18-24,M,Ed7,29,49,55,52,49,1,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1304,35-44,M,Ed7,35,36,39,39,45,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
1305,18-24,F,Ed5,31,45,56,49,31,7,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1306,18-24,M,Ed5,58,22,53,43,23,4,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1307,25-34,M,Ed5,32,44,57,39,44,4,8,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0
1308,25-34,M,Ed8,27,31,45,38,43,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1309,25-34,F,Ed7,32,43,47,46,42,5,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1310,25-34,F,Ed8,23,56,51,56,44,5,10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1311,18-24,M,Ed2,41,34,39,38,40,5,7,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1312,18-24,F,Ed5,33,42,48,46,47,3,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1313,35-44,F,Ed8,26,52,52,40,53,2,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1314,18-24,F,Ed5,24,54,29,33,31,8,9,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1315,35-44,M,Ed7,27,46,50,49,49,5,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1316,18-24,M,Ed7,20,47,51,41,50,3,7,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1317,25-34,M,Ed6,27,39,51,31,39,3,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1318,25-34,F,Ed7,36,45,34,34,46,2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1319,18-24,F,Ed5,40,31,43,49,41,6,9,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
1320,35-44,M,Ed7,29,38,44,42,50,3,6,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
1321,18-24,M,Ed5,44,46,45,41,40,7,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1322,18-24,F,Ed5,31,45,58,48,40,1,3,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
1323,18-24,F,Ed7,38,42,59,46,29,4,5,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
1324,35-44,M,Ed5,46,30,45,45,51,2,3,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0
1325,18-24,F,Ed5,40,36,53,46,34,4,4,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1326,18-24,M,Ed6,42,26,48,44,38,2,9,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1327,18-24,M,Ed6,27,42,55,41,39,7,10,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1328,18-24,M,Ed5,24,38,47,51,49,4,5,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1329,18-24,F,Ed7,29,45,53,54,44,3,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1330,25-34,F,Ed7,53,34,54,32,33,6,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1331,18-24,M,Ed7,50,39,46,54,33,5,7,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1332,35-44,M,Ed7,48,32,52,44,37,2,7,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
1333,18-24,F,Ed6,53,30,33,37,55,1,2,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
1334,18-24,M,Ed7,40,38,49,37,44,5,7,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1335,25-34,M,Ed5,15,42,51,57,42,7,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1336,45-54,M,Ed7,48,31,49,37,42,2,6,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1337,18-24,F,Ed7,36,50,41,48,50,4,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1338,18-24,F,Ed7,37,40,43,38,47,4,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1339,35-44,M,Ed6,37,43,48,39,47,5,7,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1340,18-24,M,Ed6,52,26,44,40,21,7,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1341,18-24,M,Ed4,30,59,58,39,48,8,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1342,35-44,M,Ed4,43,30,39,41,38,2,7,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
1343,35-44,F,Ed9,32,37,54,44,30,5,7,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0
1344,18-24,M,Ed6,38,44,33,36,35,6,7,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1345,18-24,M,Ed4,49,31,38,26,48,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1346,18-24,M,Ed4,44,47,56,51,44,6,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1347,45-54,M,Ed5,44,39,49,42,43,4,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1348,18-24,M,Ed7,43,27,52,40,26,3,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
1349,18-24,F,Ed4,47,33,44,45,39,3,4,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
1350,18-24,F,Ed5,26,55,48,35,32,8,8,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
1351,18-24,F,Ed5,19,33,47,43,37,4,7,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1352,18-24,F,Ed7,40,36,39,42,51,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1353,55-64,M,Ed7,52,24,38,35,40,6,3,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
1354,18-24,F,Ed4,30,44,54,48,43,4,6,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1355,18-24,M,Ed5,46,33,55,42,32,6,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1356,18-24,M,Ed7,34,42,50,49,42,7,8,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1357,25-34,M,Ed5,21,44,50,43,46,6,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1358,18-24,M,Ed6,40,41,44,37,45,6,7,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1359,18-24,M,Ed5,23,37,52,40,31,6,7,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1360,18-24,M,Ed5,31,28,49,36,43,3,5,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
1361,18-24,F,Ed5,41,46,56,43,50,5,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1362,18-24,F,Ed5,26,45,56,35,24,3,8,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1363,18-24,M,Ed5,44,32,50,48,33,6,4,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1364,25-34,F,Ed8,39,36,47,47,54,3,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1365,18-24,M,Ed5,44,44,40,36,31,7,8,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1366,35-44,F,Ed7,35,33,48,50,35,6,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1367,18-24,F,Ed2,37,38,46,31,25,7,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1368,18-24,M,Ed4,38,27,49,46,31,1,3,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0
1369,18-24,F,Ed5,50,44,53,33,33,6,8,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1370,18-24,M,Ed5,40,50,53,46,40,5,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1371,25-34,F,Ed6,57,41,47,35,30,8,10,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
1372,25-34,F,Ed8,30,37,35,48,38,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1373,18-24,M,Ed5,48,41,50,41,32,1,5,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1374,25-34,M,Ed7,47,41,44,46,36,5,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1375,45-54,M,Ed7,30,36,46,42,41,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1376,18-24,M,Ed4,26,51,48,48,34,4,9,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
1377,35-44,M,Ed7,50,36,52,32,39,3,8,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
1378,25-34,F,Ed8,42,42,43,52,48,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1379,25-34,F,Ed8,50,33,51,43,54,3,2,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
1380,18-24,M,Ed5,30,43,56,42,44,6,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1381,25-34,F,Ed7,25,45,39,40,46,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1382,18-24,M,Ed5,26,43,53,54,50,3,9,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
1383,18-24,M,Ed5,24,38,52,50,34,2,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1384,18-24,F,Ed7,29,42,49,48,43,7,10,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1385,18-24,M,Ed5,22,48,55,39,51,3,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1386,18-24,F,Ed5,33,37,44,43,46,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1387,45-54,F,Ed5,35,33,53,39,40,4,6,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
1388,25-34,F,Ed9,41,42,56,39,37,3,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1389,35-44,F,Ed6,42,43,49,39,35,7,7,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1390,18-24,M,Ed5,34,43,52,38,44,2,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1391,18-24,M,Ed7,44,42,42,43,41,7,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1392,18-24,M,Ed5,31,53,57,39,32,8,10,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1393,45-54,M,Ed6,32,41,41,40,43,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1394,25-34,F,Ed8,49,42,45,43,45,2,3,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
1395,25-34,F,Ed8,43,40,47,48,51,1,4,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1396,25-34,F,Ed7,40,39,46,48,46,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1397,25-34,F,Ed8,52,37,37,52,35,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1398,18-24,F,Ed7,30,43,52,53,46,3,7,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1399,18-24,M,Ed5,28,47,46,51,54,6,7,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
1400,25-34,F,Ed7,44,34,42,40,40,2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1401,25-34,F,Ed8,46,46,39,39,41,1,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1402,25-34,F,Ed7,42,41,47,51,45,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1403,25-34,F,Ed7,45,40,52,49,38,1,6,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1404,25-34,F,Ed7,40,40,38,44,46,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1405,18-24,F,Ed7,16,41,33,58,35,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1406,25-34,F,Ed9,51,48,50,45,36,5,2,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
1407,25-34,F,Ed7,38,36,35,46,31,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1408,25-34,F,Ed8,28,45,54,51,45,4,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1409,25-34,M,Ed8,49,31,42,46,32,6,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1410,25-34,F,Ed9,18,33,41,44,38,2,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1411,25-34,F,Ed7,30,37,50,52,50,2,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1412,25-34,F,Ed7,40,38,55,41,51,3,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1413,25-34,F,Ed8,46,45,54,43,44,1,6,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1414,25-34,F,Ed7,46,35,44,38,47,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1415,25-34,F,Ed9,32,54,55,47,46,3,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1416,18-24,M,Ed2,53,30,45,31,29,6,8,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
1417,18-24,M,Ed5,25,32,40,45,44,1,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1418,18-24,F,Ed7,45,35,41,45,42,2,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1419,25-34,F,Ed8,34,38,37,54,40,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1420,18-24,M,Ed5,32,45,55,47,42,4,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1421,25-34,M,Ed5,44,37,50,38,38,6,9,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1422,25-34,M,Ed5,34,43,51,39,44,3,9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1423,45-54,M,Ed1,35,33,46,50,34,4,9,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1424,18-24,M,Ed7,28,51,56,46,40,4,7,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1425,25-34,M,Ed5,42,36,44,40,33,7,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1426,25-34,F,Ed7,33,44,54,48,46,4,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1427,35-44,M,Ed6,39,42,45,42,42,7,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1428,18-24,F,Ed6,36,40,45,45,53,6,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1429,18-24,M,Ed5,27,51,50,34,49,5,9,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1430,18-24,F,Ed5,43,38,41,46,35,3,5,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1431,18-24,M,Ed5,33,49,55,39,41,6,9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1432,18-24,F,Ed5,48,47,42,28,37,8,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1433,45-54,F,Ed9,26,31,41,40,46,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1434,25-34,F,Ed8,39,33,42,58,51,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1435,25-34,F,Ed8,40,30,38,47,44,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1436,55-64,F,Ed8,28,40,47,45,47,5,4,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1437,55-64,F,Ed6,28,36,48,45,33,8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1438,18-24,M,Ed2,48,37,48,46,41,2,9,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
1439,18-24,M,Ed5,20,47,51,37,49,2,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1440,18-24,M,Ed5,29,44,46,35,36,3,8,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
1441,35-44,F,Ed8,34,40,40,48,45,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1442,45-54,F,Ed8,25,39,47,52,50,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1443,25-34,F,Ed8,46,33,41,51,48,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1444,35-44,F,Ed9,31,46,51,49,46,2,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1445,35-44,F,Ed8,29,37,38,54,48,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1446,45-54,F,Ed8,23,41,48,49,49,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1447,25-34,F,Ed8,29,46,48,50,54,4,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
