name,cuisine,inspection_date,score,critical
KGB BAR,American,06/13/2024,11,0
CESAR,Seafood,08/06/2024,13,0
STARBUCKS,Coffee/Tea,10/17/2024,7,1
ALIDORO,Italian,07/17/2023,23,0
JOLLIBEE,Chicken,10/17/2024,13,1
COCINA LATINA,Latin American,07/06/2022,34,1
LITTLE ITALY PIZZA,Pizza,01/05/2023,14,1
BANH,Asian/Asian Fusion,03/20/2024,12,1
TURKISH CUISINE,Turkish,04/27/2022,10,1
ACOSTA RESTAURANT,Latin American,01/30/2023,26,1
THE ONE CLUB,Mediterranean,10/16/2023,6,0
CLASSIC CAR CLUB,American,03/30/2023,19,1
SMALLS JAZZ CLUB,American,04/21/2023,21,1
MEE SUM CAFE,Coffee/Tea,10/01/2024,32,0
STARBUCKS COFFEE #49952,Coffee/Tea,09/08/2023,3,0
THINK COFFEE,Coffee/Tea,04/24/2024,23,0
GEORGE'S PIZZA,Pizza,08/09/2021,47,1
SKYLIGHT DINER,American,07/28/2021,12,0
GAI CHICKEN & RICE,Thai,01/23/2024,10,1
DOMINO'S,Pizza,04/20/2023,10,1
NIALL'S ON 52ND,Irish,09/12/2022,19,0
65 MARKET PLACE,American,06/08/2022,33,0
INSOMNIA COOKIES,Bakery Products/Desserts,11/19/2024,13,0
BLACK SEED BAGEL,Bagels/Pretzels,02/10/2023,17,1
"UPSTAIRS LOUNGE THE KIMBERLY HOTEL, BISTANGO",American,12/08/2022,29,1
MANNY JANETH CAFE,Coffee/Tea,02/06/2024,25,1
CHELSEA JUICE,"Juice, Smoothies, Fruit Salads",03/13/2024,14,0
ANDAZ 5TH AVENUE,American,08/14/2024,12,1
ROYAL NAPOLI PIZZA,Pizza,11/29/2023,60,1
MEE NOODLE SHOP,Chinese,01/06/2025,86,1
CHAMPION PIZZA ESSEX,Pizza,11/06/2024,36,0
EMMY SQUARED,Pizza,08/17/2022,16,1
CHINA XIANG,Chinese,12/02/2024,23,0
DELIZIA 92,Pizza,06/03/2024,12,0
STARBUCKS,Coffee/Tea,12/13/2024,11,1
MAMAN HUDSON,Coffee/Tea,06/07/2023,22,1
HOTEL GIRAFFE,American,05/08/2024,2,0
TARALLUCCI E VINO,Italian,02/28/2024,12,1
PIZZA PETE'S,Pizza,03/07/2022,27,0
PEACEFOOD,Vegan,11/30/2022,58,0
18 RESTAURANT,Jewish/Kosher,01/21/2025,10,0
ROW HOUSE,American,08/16/2023,21,1
BENJAMIN STEAKHOUSE PRIME,Steakhouse,05/26/2023,12,1
INDIA AT TIMES SQUARE,Indian,12/12/2023,15,1
ESS-A-BAGEL,Bagels/Pretzels,02/23/2023,29,1
PANINERIA,Italian,10/19/2022,26,1
SOLNUSHKA,American,02/15/2023,38,1
GONG CHA,"Juice, Smoothies, Fruit Salads",08/23/2022,0,0
FREEMANS (FREEMANS ALLEY),American,12/09/2024,22,1
10TH AVENUE COOKSHOP,American,10/15/2024,13,1
MOMOYA CHELSEA,Japanese,08/23/2022,29,1
CHOP T,Salads,10/12/2022,13,0
HOKEY POKE-CHICK SHOP,Middle Eastern,01/13/2025,9,0
CHANSON,Bakery Products/Desserts,04/18/2022,31,0
BLUE BOTTLE COFFEE,Coffee/Tea,01/31/2025,13,0
SERAFINA ALWAYS,Italian,08/01/2023,35,1
CHEESE LOVERS,Other,11/02/2023,8,0
AZALEA CAFE NYC,Coffee/Tea,08/17/2023,35,1
OIJIMI,Korean,01/08/2025,22,1
URBAN VEGAN KITCHEN,Vegan,11/15/2023,13,1
"SEAN'S BAR & KITCHEN, REILLEY'S PLATES & POURS",American,07/13/2022,13,0
BEACON THEATRE SATELLITE BAR,American,02/10/2017,2,0
MICHAELI BAKERY,Bakery Products/Desserts,07/14/2023,13,1
HOLIDAY INN EXPRESS NYC TIMES SQUARE,American,03/28/2022,31,1
STORE HOUSE,American,07/19/2022,33,1
MORNINGSTAR RESTAURANT,American,03/31/2022,0,1
THREE EIGHTY ATE,American,05/10/2022,6,1
FIVE GUYS FAMOUS BURGERS AND FRIES,Hamburgers,03/17/2022,9,1
RAMERINO PRIME ITALIAN RESTAURANT,Italian,12/09/2024,13,0
TERRA THAI,Thai,12/15/2022,9,0
MARC FORGIONE,American,05/04/2022,5,1
CORNER GOURMET,American,12/15/2022,48,1
UMBERTO'S CLAM HOUSE,Italian,05/10/2023,24,1
SUGARWOOD,Other,02/26/2024,13,0
ROTISSERIE,American,08/29/2022,13,0
PANERA BREAD,Sandwiches/Salads/Mixed Buffet,04/28/2023,19,1
SUSHI COUNTER LIMITED,Japanese,09/18/2023,27,1
LITTLE POLAND RESTAURANT,Polish,09/09/2022,12,1
CHIPOTLE MEXICAN GRILL,Tex-Mex,04/30/2024,11,0
MALII GRAMERCY,Thai,06/02/2022,13,0
IHOP,Pancakes/Waffles,09/18/2024,35,0
GRAY'S PAPAYA 72 BROADWAY,Hotdogs,07/20/2023,31,0
ALLIGATOR PEAR,American,10/17/2023,15,1
DOUBLE TWISTER ICE CREAM AND COFFEE SHOP,Frozen Desserts,09/08/2021,39,0
JAPAS NY,Japanese,04/08/2023,12,1
NOGLU,Bakery Products/Desserts,05/20/2024,8,1
BAODEGA,Chinese,05/14/2024,8,0
COPPELIA CUBAN LUNCHEONETTE,Latin American,08/17/2021,90,0
"THE RITZ-CARLTON HOTEL, AUDEN",American,06/29/2023,59,0
GOLDIE'S TAVERN,American,11/01/2023,22,0
PANDA EXPRESS #2622,Chinese,12/02/2024,9,1
BARACHOU,New French,11/22/2024,41,1
ZUCKER'S BAGELS TRIBECA,Bagels/Pretzels,11/01/2024,9,0
PLAYA BOWLS GC,"Juice, Smoothies, Fruit Salads",07/24/2024,30,1
CAJUN HALAL PLATTERS,American,12/23/2024,15,0
CAFE SELECT,Eastern European,02/16/2023,19,1
THAI TERMINAL,Other,08/15/2023,12,0
CAFE LUNA,American,10/22/2024,31,1
ZAYTINYA,Mediterranean,11/15/2024,110,0
SALA THAI,Thai,08/09/2022,0,0
TABERNACLE STEAKHOUSE,Steakhouse,06/20/2024,13,0
SHIRAZ KITCHEN,Mediterranean,02/02/2022,10,1
OM RESTAURANT,Indian,06/14/2022,47,1
Uptown Veg II Express,Vegan,01/02/2025,41,0
SUSHIICHI,Japanese,06/27/2023,5,1
BEAR DONUT,Donuts,02/17/2023,29,0
STARBUCKS,Coffee/Tea,09/16/2024,22,0
FISH & SHRIMP RESTAURANT SPOT,Latin American,08/02/2022,75,1
99 CENTS DELICIOUS PIZZA 2,Pizza,09/09/2024,45,1
DA UMBERTO RESTAURANT,Italian,09/19/2022,24,1
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,12/01/2022,31,1
LATIN AMERICAN RESTAURANT,Latin American,08/29/2024,86,0
EL AGUILA,Mexican,10/08/2024,59,1
LAKE COMO PIZZA,Jewish/Kosher,01/30/2023,25,0
PINKBERRY,Frozen Desserts,08/02/2022,0,1
FRESH & CO,American,09/03/2021,13,1
NICE ONE BAKERY,Bakery Products/Desserts,09/23/2022,41,1
NEW SAN FRANCISCO RESTAURANT,Latin American,08/11/2022,22,1
SUBWAY,Sandwiches,03/28/2022,2,0
CENTRAL MARKET ALL AMERICAN GRILL,American,06/03/2024,7,0
JUICE PRESS,"Juice, Smoothies, Fruit Salads",05/30/2024,51,1
OM RESTAURANT,Indian,06/21/2022,9,0
STARBUCKS COFFEE #58455,Coffee/Tea,11/22/2023,7,0
CORNER BISTRO,American,05/16/2023,42,1
SPANISH DINER,Spanish,04/09/2024,29,1
OBAO,Thai,10/05/2022,67,1
NB WING WONG,Chinese,11/18/2024,23,1
MARIES CRISIS CAFE,Bottled Beverages,05/04/2022,13,1
HILTON GARDEN INN,American,07/30/2024,17,1
GOOD THANKS CAFE,Australian,05/09/2023,12,0
NORIKOH,Japanese,02/14/2022,12,0
PIER 66 MARITIME,American,08/24/2022,12,0
CENTER BAR,American,09/14/2022,3,0
LE PETIT PARISIEN,French,07/17/2023,12,0
ARVACI COFFEE,Russian,08/04/2023,54,1
FAILTE,Irish,04/27/2022,52,1
IGGY'S,American,08/05/2021,7,0
GENA'S GRILL,Latin American,01/21/2025,56,0
JOE & THE JUICE,Coffee/Tea,08/31/2023,49,0
PATZERIA'S PERFECT PIZZA,Pizza,10/30/2024,16,1
AUNTIE ANNE'S PRETZELS,Hotdogs/Pretzels,01/19/2023,17,0
UBS,American,09/17/2024,5,1
TEMPLE COURT,American,11/21/2024,9,1
$1 PIZZA,Pizza,02/19/2025,33,1
TAQUERIA DIANA,Mexican,12/17/2024,9,0
LOVE KOREAN BARBECUE,Barbecue,01/18/2022,18,1
OOTOYA JAPANESE RESTAURANT,Japanese,11/01/2022,31,0
THE HALAL GUYS,Middle Eastern,06/13/2022,0,0
42ND STREET PIZZA DINER,American,07/22/2021,11,1
WINGSTOP,Chicken,12/05/2024,12,1
DUNKIN,Donuts,05/08/2024,10,1
LE PAIN QUOTIDIEN,French,02/15/2023,20,1
ARVACI COFFEE,Russian,10/18/2024,46,0
HYATT PLACE MIDTOWN,American,06/16/2023,13,0
SETTE MEZZO,Italian,03/17/2022,12,0
SUSHI SEKI,Japanese,02/01/2023,13,1
Jet's Pizza,Pizza,04/27/2023,35,0
ESTIATORIO MILOS,Greek,06/20/2023,13,0
HEROES/ PEARL BOX,New American,10/22/2024,32,1
MASALA KING,Indian,04/23/2024,102,1
QUESADILLAS DONA MATY,Mexican,08/29/2023,43,1
License to Chill/Joe Merchant's Coffee & Provisions,Coffee/Tea,11/22/2021,33,1
MORNINGSTAR RESTAURANT,American,05/03/2023,26,0
99C PIZZA,Pizza,12/14/2022,13,1
"CASA MONO, BAR JAMON (NEXT DOOR)",Tapas,04/18/2023,33,1
WILLIAM GREENBERG JR DESSERTS,Coffee/Tea,05/28/2024,60,1
PLNT BURGER,Vegan,11/08/2024,9,1
CI SIAMO,Italian,10/22/2024,56,1
SUBWAY,Sandwiches,02/16/2024,13,1
TACO BELL,Tex-Mex,01/12/2023,28,0
CAFE NUNEZ,Latin American,05/13/2022,0,1
"HARLEM BAR-B-Q, NABE HARLEM",Barbecue,01/31/2022,32,1
DYCKMAN BAKERY,Bakery Products/Desserts,04/20/2023,22,0
JOE & THE JUICE,"Juice, Smoothies, Fruit Salads",05/25/2022,13,0
ARISTON FLOWERS & CAFE,Coffee/Tea,11/16/2022,17,1
PIKINE AFRICAN RESTAURANT,African,05/12/2022,19,1
LOCANDA VERDE,Italian,06/18/2024,28,1
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,10/29/2024,49,1
TAQUERIA EMILIO,Mexican,02/22/2022,0,1
KOBRICK COFFEE CO.,Coffee/Tea,02/08/2023,28,1
VIVI BUBBLE TEA,Coffee/Tea,01/05/2023,12,1
HAN BAT RESTAURANT,Korean,01/03/2022,14,0
DALTON'S BAR & GRILL,American,04/28/2023,13,0
SOL MAYA RESTAURANT,Mexican,05/04/2023,6,0
FAMOUS SICHUAN,Chinese,09/27/2022,0,1
Caffe Aronne,Coffee/Tea,08/20/2024,39,1
CABRINI 181,American,02/08/2024,27,1
BROADSTONE BAR & KITCHEN,American,02/02/2023,27,1
BROADWAY PIZZA,Pizza,09/05/2024,51,1
BREWLITA,Coffee/Tea,02/22/2022,12,0
GOPCHANG STORY NY,Korean,03/23/2022,20,1
HOUSE OF JOY RESTAURANT,Chinese,04/19/2022,0,1
BAGEL & SCHMEAR,American,04/13/2023,47,1
JOE'S PIZZA,Pizza,04/11/2023,36,0
CANTINA CAQUERIA & TEQUILIA BAR,Mexican,06/15/2022,32,1
EL CABRON TAQUERIA,Mexican,07/02/2024,13,1
La Amistad Pizzeria & Grill,American,08/23/2024,39,1
"BOBBY VAN'S , LEA WINE BAR",Steakhouse,03/31/2023,9,1
STAR PIZZA,Pizza,03/14/2024,8,0
BIG WONG RESTAURANT,Chinese,03/29/2023,12,0
VOL DE NUIT,French,06/21/2023,2,0
ACCENT RESTAURANT & BAR,Mediterranean,08/08/2019,31,1
VIVI BUBBLE TEA,Coffee/Tea,08/13/2024,11,1
CKA KA QELLUE,Mediterranean,12/13/2021,0,0
WING GONG RESTAURANT,Chinese,09/19/2024,22,1
SPRINGBONE KITCHEN,American,02/09/2022,9,0
ABA TURKISH RESTAURANT,Turkish,02/09/2022,43,1
ZABB PUTAWN,Thai,12/13/2022,21,1
THAILICIOUS,Thai,04/25/2023,12,1
KIKU JAPANESE RESTAURANT,Japanese,05/15/2023,29,0
KENNEDY FRIED CHICKEN,Chicken,01/31/2023,31,1
ONE CUP TEA,Coffee/Tea,06/12/2023,14,0
JUICE PRESS,"Juice, Smoothies, Fruit Salads",03/22/2024,36,0
THE ELK,Coffee/Tea,11/15/2024,12,0
ITAVOLO,American,08/29/2022,82,1
SUBWAY,Sandwiches/Salads/Mixed Buffet,06/23/2023,4,0
EL NUEVO SABOR,Latin American,04/21/2022,37,1
SUBWAY,Sandwiches,08/17/2022,7,1
JUSTINO'S,Pizza,07/25/2024,99,1
10TH FL CATERING,American,08/15/2023,3,0
BOBBY VAN'S GRILL,Steakhouse,04/20/2022,27,1
HAGS,American,01/09/2024,37,1
STARBUCKS,Coffee/Tea,02/09/2022,9,0
KOUZAN,Japanese,08/30/2023,32,1
CURRY HOUSE,Thai,03/05/2025,34,0
JOOY TEA SHOPPE,"Juice, Smoothies, Fruit Salads",02/20/2025,27,0
FAMOUS FAMIGLIA PIZZERIA,Pizza,09/30/2022,19,1
BURGERS AND GRILL,Jewish/Kosher,01/09/2025,13,0
CLASSIC CAR CLUB,American,09/18/2024,103,1
MANHATTAN ELITE,American,09/22/2022,13,0
SUBWAY,Sandwiches,07/27/2022,0,0
EVA'S x CINCO DE MAYO,Mexican,10/24/2024,25,1
THISBOWL NOHO,Australian,09/24/2024,11,1
CAFE 55,American,07/26/2022,47,1
CARAMBA BAR & GRILL,Spanish,08/01/2024,20,1
BREADS BAKERY,Bakery Products/Desserts,05/04/2022,9,1
O'NIEALS,American,01/09/2024,18,1
FOX HARLEM,American,08/24/2022,16,1
HASSY JUICE BAR,"Juice, Smoothies, Fruit Salads",08/02/2024,22,0
CRISPY BURGER,Hamburgers,03/11/2024,24,0
RUSTY'S FLAVOR,Caribbean,04/21/2022,4,0
POKE FRESH SUSHI,Chinese/Japanese,08/30/2022,0,1
YELLOW BANANA DELI,American,09/30/2022,33,1
HOTEL STANFORD,Continental,03/12/2025,93,1
WINGSTOP,Chicken,01/06/2025,9,0
FIT CAFETERIA (BUILDING A ),American,01/14/2025,13,0
THE VAULT IN GRAMERCY,American,02/12/2024,28,1
LE BASKET,American,11/14/2024,13,0
STARBUCKS,Coffee/Tea,02/24/2025,13,1
TITAS CAKE CORP,Bakery Products/Desserts,02/29/2024,27,0
LA PIZZA ITALIA,Pizza,10/03/2023,9,0
MATTO ESPRESSO,Coffee/Tea,10/28/2024,31,0
YAMA JAPANESE RESTAURANT,Seafood,01/26/2022,7,1
ATLANTIC GRILL (50 W65 ST)/ RAMPOLDI NY (49 W64 ST),Mediterranean,01/11/2024,13,1
FOREVER COFFEE BAR,Coffee/Tea,07/18/2024,9,1
COPINETTE,Continental,11/01/2022,10,0
GOLDEN BOWL RESTAURANT,Chinese,07/01/2024,27,1
ROYAL SEAFOOD CAFE,Chinese,06/26/2024,36,0
MATCHAFUL,Coffee/Tea,11/27/2024,12,1
FRESH STOP,"Juice, Smoothies, Fruit Salads",11/16/2021,33,1
BRASSERIE VIET NAM,Fusion,08/16/2023,13,1
BOND ST,Japanese,05/16/2023,30,1
BAGEL MARKET,American,12/15/2023,22,1
LAS PALMAS RESTAURANT,Mexican,02/02/2022,37,0
MELI TAQUERIA,Mexican,11/21/2024,58,0
375 CHICKEN 'N FRIES,Chicken,02/27/2025,13,1
E NOODLE,Chinese,03/31/2023,10,0
WING GONG RESTAURANT,Chinese,08/08/2022,0,1
STOUT,American,05/18/2022,10,1
LIMANI,Mediterranean,11/29/2022,13,1
JOE & THE JUICE GREENWICH ST,Coffee/Tea,09/27/2022,65,1
KARAKATTA,Japanese,12/19/2022,35,0
LIL FRANKIE'S PIZZA,Italian,03/02/2022,23,1
JOE'S GINGER RESTAURANT,Chinese,01/16/2025,12,0
OBAO,Thai,11/12/2024,70,1
PERK KAFE,Coffee/Tea,12/16/2024,28,1
MOM'S MIDTOWN,American,07/25/2022,22,0
KONO,Japanese,12/22/2022,5,1
BIRCH COFFEE,Coffee/Tea,09/20/2022,4,0
K-BAP,Korean,11/13/2024,13,1
BONDI SUSHI,Japanese,03/17/2023,21,1
16 HANDLES,Frozen Desserts,08/28/2024,18,1
JUICERY HARLEM,"Juice, Smoothies, Fruit Salads",08/29/2023,17,1
BLUE RUIN,American,05/11/2023,34,1
FUMO,Italian,12/09/2022,12,1
JIANG KITCHEN,Chinese,12/16/2024,13,0
THE INWOOD FARM,American,06/23/2022,13,0
MANHATTAN CENTER,American,05/21/2019,23,0
AU ZA'ATAR,Middle Eastern,06/14/2022,21,1
LUCIEN,French,06/06/2022,0,1
TARTINERY,American,05/08/2024,12,0
HOTEL RIU PLAZA NEW YORK TIMES SQUARE,American,10/11/2023,49,0
PANDA HARLEM,Asian/Asian Fusion,10/19/2023,53,1
TARA ROSE,American,09/18/2024,13,0
El Cibao Restaurant,Spanish,01/29/2025,44,0
THE UNIVERSITY CLUB,American,03/19/2024,13,1
HUDSON BAGEL,Sandwiches/Salads/Mixed Buffet,03/03/2023,13,1
CONVENE,American,12/06/2022,12,0
OBAO,Thai,04/26/2022,77,1
CAFE 24/7,Pizza,03/27/2024,35,0
CARVE UNIQUE SANDWICHES,Sandwiches,01/11/2023,11,0
LA MARCHANDE,Other,07/25/2023,39,0
DR. SMOOD,American,09/21/2022,13,1
GOSSIPS,American,05/09/2023,25,1
CARNEGIE DINER AND CAFE,American,03/07/2022,30,1
787 COFFEE ROASTERS,Coffee/Tea,03/07/2023,29,1
BAR (GARDEN BAR 6TH FLOOR),Bottled Beverages,03/04/2023,2,0
OAK BERRY,"Juice, Smoothies, Fruit Salads",01/07/2025,10,1
ELIO'S,Italian,01/08/2023,13,0
GRATA THAI,Thai,07/23/2024,54,0
NEW LIFE JUICE BAR & LOUNGE,"Juice, Smoothies, Fruit Salads",06/24/2024,17,1
AMERICAN CUT,Steakhouse,01/14/2023,19,1
DOMINO'S,Pizza,10/04/2023,12,1
TRI DIM WEST,Chinese,06/21/2022,24,1
STARBUCKS,Coffee/Tea,06/02/2023,13,1
CIRCLE LINE MANHATTAN,American,11/30/2023,33,0
MANNY JANETH CAFE,Coffee/Tea,10/31/2022,20,0
CITIZENS OF SOHO,Australian,03/03/2023,11,0
TOLO,Chinese,08/08/2024,8,0
BAGELS & CO,Bagels/Pretzels,07/29/2024,12,0
FRESH & CO,American,03/17/2022,22,1
BRASS MONKEY,American,06/17/2023,10,0
PIG 'N' WHISTLE,Irish,12/12/2023,42,1
NARUTO RAMEN,Japanese,12/05/2024,28,1
ST. PATRICK'S BAR AND GRILL,American,02/10/2025,7,0
SID GOLD'S REQUEST ROOM,American,12/14/2022,24,1
SA'TACOS,Mexican,03/07/2024,27,1
ROSSINI'S,Italian,05/21/2024,45,0
THE BOIL,American,11/09/2022,7,0
DIG,American,01/09/2025,24,1
REMI43 FLOWER & COFFEE,Coffee/Tea,11/21/2024,13,1
HOLE IN THE WALL,American,08/26/2024,37,0
SQUARE DINER,American,12/13/2023,7,1
DANTE,Italian,03/11/2024,22,1
MCDONALD'S,Hamburgers,12/09/2024,6,0
TBAR,American,09/29/2022,12,0
SELINA'S KITCHEN,Southeast Asian,07/30/2024,58,1
LAS PALMAS RESTAURANT,Mexican,02/02/2022,37,0
SUBWAY,Sandwiches,01/30/2024,10,1
HYUN,Korean,12/12/2024,13,0
GOLDEN CITY CHINESE RESTAURANT,Chinese,01/10/2022,42,0
POMODORO RISTORANTE,Italian,01/10/2022,13,0
OH K-DOG,Korean,08/08/2024,70,1
NINTH STREET ESPRESSO,Coffee/Tea,02/23/2023,9,1
BELLA UNION,American,10/07/2024,22,1
TIGER SUGAR,Coffee/Tea,02/20/2025,36,0
VENCHI,Frozen Desserts,12/12/2023,34,1
Chakra,Vegan,07/24/2024,7,1
CONMIGO,Mexican,04/25/2022,9,1
LUCILLE'S COFFEE AND COCKTAILS,Coffee/Tea,03/28/2024,10,1
NEW YORK PIZZA SUPREMA,Pizza,02/08/2022,12,1
MAMA'S CUPBOARD,Southeast Asian,09/16/2024,23,0
TENZAN,Japanese,11/23/2021,40,1
BAR BONOBO,American,08/15/2024,21,1
LA BONBONNIERE,American,05/29/2024,39,1
:3 COFFEE,Coffee/Tea,05/01/2023,7,0
MINO BRASSERIE,French,01/23/2024,7,0
AROY DEE THAI KITCHEN,Thai,11/25/2022,7,0
CILANTRO EAST,Mexican,06/12/2024,27,0
GRILL POINT,Jewish/Kosher,12/19/2024,5,0
GOLDEN STEAMER,Bakery Products/Desserts,01/15/2025,40,1
THE VICTORIA THEATER RESTAURANT,American,08/02/2024,12,0
DUNKIN,Donuts,08/01/2024,10,1
TOKUYAMA CAFE,Japanese,12/03/2024,12,0
HUDSON BAGEL,Sandwiches/Salads/Mixed Buffet,05/23/2022,28,0
GEBHARD'S BEER CULTURE,American,07/08/2024,50,1
RUE 57,French,04/24/2023,41,1
KELLARI TAVERNA,Greek,05/07/2024,55,0
DEAD RABBIT TAVERN,Irish,11/19/2024,13,1
BAGEL STREET,Bagels/Pretzels,07/25/2023,42,1
INATESSO PIZZA BAR CASANO,Italian,05/09/2023,8,1
TEAMAKERS,Coffee/Tea,08/18/2023,26,1
"HARLEM BAR-B-Q, NABE HARLEM",Barbecue,01/31/2022,32,0
CHEF MIKES SUB SHOP AT URIS DELI (MAIN CAMPUS),American,10/03/2023,22,1
WHITE CASTLE,Hamburgers,10/06/2022,21,0
GALLAGHER'S,American,05/16/2023,56,1
HEIDELBERG RESTAURANT,German,02/16/2023,12,1
CHIPOTLE MEXICAN GRILL,Tex-Mex,12/12/2023,13,1
BEER AUTHORITY,Irish,03/23/2022,35,1
WOLFNIGHTS,Mediterranean,01/18/2023,38,0
RONG HANG RESTAURANT,Chinese,05/09/2023,18,1
SETTE MEZZO,Italian,10/05/2023,32,1
IPIZZANY,Pizza,10/04/2023,70,1
FAIRFAX,American,12/03/2024,30,1
MIKE'S BISTRO,Jewish/Kosher,01/02/2020,9,0
BEN AND JACKS STEAKHOUSE,Steakhouse,04/13/2023,9,0
BURGOS RESTAURANT,Latin American,11/28/2022,23,0
LULU'S PIZZA OF WALL STREET,American,07/16/2024,27,0
TRATTORIA I MALATESTA,Italian,01/09/2023,12,0
OPEN MARKET,American,02/07/2022,43,0
WENDY'S,Hamburgers,10/12/2022,5,1
CAFE AT SAKS FIFTH AVENUE,Coffee/Tea,11/29/2021,5,1
MING KEE KITCHEN,Chinese,02/15/2023,47,1
CRAFT + CARRY,Bottled Beverages,01/31/2023,26,0
License to Chill/Joe Merchant's Coffee & Provisions,Coffee/Tea,06/04/2024,7,1
JOE & THE JUICE AMSTERDAM AVE,"Juice, Smoothies, Fruit Salads",03/02/2022,19,1
NEW YORK LUNCHEONETTE,American,01/10/2022,12,1
GOOGLE CHELSEA MARKET,American,06/16/2022,5,1
LOTOS CLUB GRILL ROOM,American,10/26/2022,13,0
HAPPY HOT HUNAN RESTAURANT,Chinese,01/30/2025,23,1
SERAFINA ALWAYS,Italian,04/10/2023,7,1
7B BAR,American,09/28/2022,10,1
LANZHOU RAMEN 107,Chinese,01/31/2023,26,0
SHABU TATSU,Japanese,05/19/2023,7,1
NECTAR RESTAURANT,American,08/15/2024,12,1
ZURNA,Middle Eastern,10/11/2023,8,1
CAFE ABBONDANZA,American,04/23/2024,27,1
MR. BIGGS BAR AND GRILL,American,05/11/2023,32,1
DOMINO'S PIZZA #3680,Pizza,06/01/2022,0,0
REDEMPTION,American,03/29/2022,53,0
OSTERIA DEL PORTO,Italian,12/14/2022,43,1
CAFE BUUNNI,Coffee/Tea,05/06/2022,10,1
DISHES,American,03/07/2023,39,0
PASTICCERIA ROCCO,Bakery Products/Desserts,12/17/2024,7,0
TRAMWAY RESTURANT,American,11/20/2024,60,1
ALL & SUNDRY,American,06/29/2023,41,1
MCDONALD'S,Hamburgers,05/19/2023,12,0
SOUP KITCHEN,Soups,02/02/2022,10,0
NEW MIZU SUSHI,Japanese,05/15/2024,12,1
CAPITAL RESTAURANT,American,11/13/2024,38,1
EL GALLO TAQUERIA,Mexican,01/29/2025,34,0
CANDLE 79,Vegan,09/12/2019,12,0
DANTE,Italian,11/25/2022,21,0
DIPPING DUMPLINGS,Chinese,12/20/2023,30,1
CHIRPING CHICKEN,Chicken,12/11/2024,40,0
DRIFT IN,Seafood,08/31/2022,12,0
VICOLINA RESTAURANT,Italian,08/25/2022,27,1
LA DINASTIA,Chinese/Cuban,02/02/2022,21,1
KOKO SEAFOOD SALAD & GRILL,Spanish,06/06/2024,70,1
CAVA,Mediterranean,05/17/2023,44,0
DOS TOROS,Mexican,07/19/2023,9,1
CAFE GITANE,French,01/06/2022,32,1
SZECHUAN GOURMET,Chinese,10/06/2021,28,1
MARINARA,Pizza,09/02/2022,0,1
SOLNUSHKA,American,10/24/2024,30,1
DYCKMAN BAKERY,Bakery Products/Desserts,10/25/2024,22,0
LE SOLEIL,Caribbean,10/02/2023,8,0
Beniam Cuisine,Ethiopian,08/15/2019,9,1
THE GREEK KITCHEN,Greek,04/18/2023,22,1
STARBUCKS,Coffee/Tea,05/30/2024,33,0
AT NINE RESTAURANT & BAR,Thai,12/16/2024,31,1
BLEECKER STREET BAR,American,10/10/2024,20,1
WAH FUNG 1 FAST FOOD,Chinese,01/31/2023,13,1
ESSEN,American,12/05/2022,11,0
JOJU,Asian/Asian Fusion,11/21/2024,11,1
SUN SAI GAI RESTAURANT,Chinese,09/22/2023,59,0
CAFE METRO,American,08/05/2022,10,1
LUKE'S LOBSTER,Seafood,11/04/2022,24,0
NY 99 CENTS FRESH PIZZA,Pizza,02/21/2025,11,0
DUNKIN,Donuts,10/02/2024,8,0
JUMIEKA,Caribbean,07/13/2023,10,1
PICCOLO CAFE,Italian,11/15/2019,28,0
TOSOKCHON NYC,Korean,01/16/2024,43,1
OKONOMI/YUJI RAMEN,Japanese,11/07/2022,13,0
I MILKY,Coffee/Tea,07/18/2022,27,1
BURGER MANIA,Hamburgers,08/07/2024,10,1
THE CHUBBY CRAB,Seafood,03/13/2025,32,1
GELATO FACTORY,Frozen Desserts,12/02/2024,27,0
HOME SWEET HARLEM,American,01/13/2023,27,0
DARBAR GRILL,Indian,05/02/2023,13,0
HUGHES HUBBARD & REED LLP,American,02/18/2022,13,0
SNACK TAVERNA,Greek,03/10/2022,35,0
Pick-A-Bagel,Bagels/Pretzels,08/05/2022,0,1
THINK COFFEE,Coffee/Tea,11/29/2024,11,1
TRAPIZZINO,Italian,12/11/2024,21,1
DOS TOROS TAQUERIA,Mexican,03/12/2024,27,1
RABBIT HOUSE,Asian/Asian Fusion,11/29/2022,9,0
JACKSON HOLE,Hamburgers,02/28/2022,10,1
UTSHOB RESTAURANT,Indian,01/14/2025,32,1
LA PULPERIA 44,Spanish,12/07/2021,16,0
LECHE Y MIEL RESTAURANT EXPRESS,Latin American,02/15/2024,13,1
FAMOUS CALABRIA PIZZA,Pizza,09/03/2024,41,0
TOKUGAWA,Japanese,08/24/2022,0,1
CUNY GRADUATE CENTER-DINING COMMONS (E0688),American,02/29/2024,29,1
SOHO HOUSE,American,04/21/2023,20,0
DROM,Mediterranean,09/06/2022,0,0
ABC BEER CO.,Sandwiches,10/21/2024,13,0
$1.50 FRESH PIZZA & HOT DOG,Pizza,02/13/2025,17,0
BLENOIR CREPES & CAFÉ,French,05/01/2024,42,1
CONVENE,American,08/25/2021,2,0
RAY'S PIZZA,Pizza,10/27/2021,13,1
